# ── INPUT (Gate-1, you edit) — Regression-Watch risk: <sha> <L|M|H> [note]. unset=REVIEW (blocks execute); High=sign-off. '#' = comment. See ../README.md ──
# Regression-Watch durable risk ledger — <sha> <L|M|H>  (reviewer-applied, capi-plan-reviewer v1.9.4->v1.13.3)
# H blocks auto-progression → explicit human sign-off required at Gate 1.
# --- test/CI, low risk ---
bb3ddc63	L	# k8s test bump superseded; target tests on 1.35/1.36 — test-only
5f45f22f	L	# k8s test bump superseded; target tests on 1.35/1.36 — test-only
3204248e	L	# CICD Integration: additive fork CI (spectro-release.yaml/Dockerfile) — no runtime path
9d3d2c51	L	# fork CI runner change (spectro-release.yaml) — no runtime path
57adcc3a	L	# ubuntu-latest builder: fork CI trivial; go.mod bumps superseded by target + CVE gate
# --- fork controller/build behavior, medium risk (merge surface, re-verify) ---
94e41f09	M	# exclusive webhook wiring in 3 main.go files; controller-manager setup APIs changed across 4 minors
2cc41a75	M	# MachinePool nodeRef UID fix; machinepool relocated exp/ -> internal/controllers/machinepool in target
c1637f9e	M	# MachinePool phases/noderef + clustercache; machinepool relocation + clustercache API changed
7db1c291	M	# kubeadm apiserver-kubelet-client crb (SOURCE TIP); kubeadm workload_cluster/upgrade changed in target
74389278	M	# CVE + build-config edits; go.mod CVE bumps superseded, re-verified by CVE gate (G); build-config merge
14eeb169	M	# fork go-version bump carries go 1.24 — resolver must NOT regress target go 1.25.0
5592ce9c	M	# NEEDS-DECISION (human shortlist): go/test-dep vuln bumps largely superseded but test/go.mod fixes may not be covered by gate G ./... scan
# --- HIGH: uncertain fork behavior survives contract v1beta2 migration / API restructure — human sign-off ---
4ad35578	M	# human-signed-off Gate-1 PR#288 2026-07-07 (was H): PICK — resolver re-expresses 30m drain-wait into internal/controllers/machine/drain; Gate-2 scrutiny
9a1ef38d	M	# human-signed-off Gate-1 PR#288 2026-07-07 (was H): RESOLVE — machinepool webhook relocated exp/->internal/ under v1beta2
dccb4723	M	# human-signed-off Gate-1 PR#288 2026-07-07 (was H): RESOLVE — relocate api/v1beta1/machine_types.go -> api/core + semantic re-verify
a2e760c0	M	# KCP webhook relax: kubeadm_control_plane.go rewritten under v1beta2 — high merge surface (M; escalate to H if resolver leaves markers)
